"player_id","name","avg_pts","avg_ast","avg_reb","avg_stl","avg_blk","avg_tov","avg_min","avg_fg_pct","avg_fg3_pct","avg_ft_pct","avg_fga","avg_fg3a","avg_fta","ast_to_ratio","ts_pct"
"1630173","Precious Achiuwa","6.649122807017544","0.9649122807017544","5.56140350877193","0.8245614035087719","0.7368421052631579","0.7894736842105263","20.49122807017544","0.49884210526315786","0.10963157894736843","0.32135087719298244","5.7368421052631575","0.631578947368421","1.2105263157894737","1.222222222222222","0.5302775912245354"
"203500","Steven Adams","3.8793103448275863","1.1379310344827587","5.637931034482759","0.3793103448275862","0.4827586206896552","0.9310344827586207","13.672413793103448","0.48224137931034483","0.0","0.24424137931034484","2.8793103448275863","0.034482758620689655","1.603448275862069","1.2222222222222223","0.5410734898037707"
"1628389","Bam Adebayo","18.076923076923077","4.32051282051282","9.602564102564102","1.2564102564102564","0.6794871794871795","2.0641025641025643","34.34615384615385","0.4778589743589744","0.3082692307692308","0.6927564102564102","14.26923076923077","2.8333333333333335","4.205128205128205","2.093167701863354","0.5607164445010021"
"1630534","Ochai Agbaji","10.421875","1.53125","3.78125","0.90625","0.46875","0.84375","27.234375","0.511625","0.37546875","0.21615625","8.34375","3.953125","0.75","1.8148148148148149","0.6007710044675025"
"1630583","Santi Aldama","12.476923076923077","2.8923076923076922","6.4","0.8","0.4461538461538462","1.0923076923076922","25.50769230769231","0.4711538461538462","0.35404615384615384","0.3451384615384615","9.96923076923077","5.015384615384615","1.4461538461538461","2.647887323943662","0.588226761053731"
"1641725","Trey Alexander","1.3333333333333333","0.4583333333333333","0.5","0.08333333333333333","0.041666666666666664","0.20833333333333334","4.833333333333333","0.20929166666666668","0.048625","0.0625","1.7083333333333333","0.7083333333333334","0.16666666666666666","2.1999999999999997","0.37418147801683815"
"1629638","Nickeil Alexander-Walker","9.426829268292684","2.7195121951219514","3.231707317073171","0.6097560975609756","0.4146341463414634","1.2073170731707317","25.29268292682927","0.43996341463414634","0.38852439024390245","0.4475731707317073","7.512195121951219","4.512195121951219","1.4390243902439024","2.2525252525252526","0.5786621152233802"
"1628960","Grayson Allen","10.625","2.140625","3.03125","0.84375","0.296875","1.171875","24.125","0.45395312499999996","0.427546875","0.46817187499999996","7.640625","5.46875","1.78125","1.8266666666666667","0.6306105794198383"
"1628386","Jarrett Allen","13.451219512195122","1.9268292682926829","9.731707317073171","0.9390243902439024","0.8902439024390244","1.1829268292682926","27.98780487804878","0.697280487804878","0.0","0.582","7.804878048780488","0.06097560975609756","3.3780487804878048","1.6288659793814433","0.7238672756864598"
"1630631","Jose Alvarado","10.339285714285714","4.625","2.4285714285714284","1.3214285714285714","0.25","1.5357142857142858","24.392857142857142","0.3809821428571429","0.33387500000000003","0.4166607142857143","9.303571428571429","5.517857142857143","1.3214285714285714","3.011627906976744","0.522978538911771"
